cik_str,ticker,title,cik10D
1692427,NCSM,"NCS Multistage Holdings, Inc.",0001692427
1936702,CETU,Cetus Capital Acquisition Corp.,0001936702
1556179,RMRI,"Rocky Mountain Industrials, Inc.",0001556179
1856028,SDIG,"Stronghold Digital Mining, Inc.",0001856028
1111741,DYNR,DYNARESOURCE INC,0001111741
1468327,RENT,"Rent the Runway, Inc.",0001468327
1659494,COE,51Talk Online Education Group,0001659494
909724,TLF,TANDY LEATHER FACTORY INC,0000909724
1965143,NVNI,Nvni Group Ltd,0001965143
1228627,OCUP,"Ocuphire Pharma, Inc.",0001228627
1445109,NSGP,NewStream Energy Technologies Group Inc,0001445109
1600422,SDPI,"Superior Drilling Products, Inc.",0001600422
1839998,AONC,"American Oncology Network, Inc.",0001839998
1133062,JANL,JANEL CORP,0001133062
1833214,SABS,"SAB Biotherapeutics, Inc.",0001833214
883569,FOSL,"Fossil Group, Inc.",0000883569
1533998,DRIO,DarioHealth Corp.,0001533998
1607962,LFWD,ReWalk Robotics Ltd.,0001607962
1840233,XLO,"Xilio Therapeutics, Inc.",0001840233
1352952,CNFN,CFN Enterprises Inc.,0001352952
1962845,PXDT,"PIXIE DUST TECHNOLOGIES, INC.",0001962845
857949,CGA,"China Green Agriculture, Inc.",0000857949
1160791,GORO,GOLD RESOURCE CORP,0001160791
1858028,NOVV,Nova Vision Acquisition Corp,0001858028
1713863,RFL,"Rafael Holdings, Inc.",0001713863
1894210,QOMO,Qomolangma Acquisition Corp.,0001894210
1499780,GLBS,GLOBUS MARITIME LTD,0001499780
893739,TURN,180 DEGREE CAPITAL CORP. /NY/,0000893739
1374339,PMN,ProMIS Neurosciences Inc.,0001374339
811641,ICCC,IMMUCELL CORP /DE/,0000811641
846913,FTEK,"FUEL TECH, INC.",0000846913
1816708,OWLT,"Owlet, Inc.",0001816708
1844417,ESLA,"Estrella Immunopharma, Inc.",0001844417
1591890,FGF,Fundamental Global Inc.,0001591890
1473490,GLAI,"Global AI, Inc.",0001473490
1088034,USIO,"Usio, Inc.",0001088034
1119083,MNDO,MIND CTI LTD,0001119083
1296774,NCTY,The9 LTD,0001296774
1842939,CTCX,Carmell Corp,0001842939
810332,MESA,MESA AIR GROUP INC,0000810332
1015739,AWRE,AWARE INC /MA/,0001015739
8177,AAME,ATLANTIC AMERICAN CORP,0000008177
1979332,CPBI,"Central Plains Bancshares, Inc.",0001979332
27093,USAU,U.S. GOLD CORP.,0000027093
1348362,LEXX,Lexaria Bioscience Corp.,0001348362
1593184,FDIT,"BIOREGENX, INC.",0001593184
1449792,PPSI,"PIONEER POWER SOLUTIONS, INC.",0001449792
1094038,MRKR,"Marker Therapeutics, Inc.",0001094038
1868419,WAVS,Western Acquisition Ventures Corp.,0001868419
1560258,ECOR,"electroCore, Inc.",0001560258
1696558,JRSH,"Jerash Holdings (US), Inc.",0001696558
1874875,HOUR,"Hour Loop, Inc",0001874875
1766140,UNCY,"Unicycive Therapeutics, Inc.",0001766140
1864032,ADRT,Ault Disruptive Technologies Corp,0001864032
787253,NAII,NATURAL ALTERNATIVES INTERNATIONAL INC,0000787253
1886894,SNAL,"Snail, Inc.",0001886894
101295,UG,UNITED GUARDIAN INC,0000101295
1785494,WBQNL,Woodbridge Liquidation Trust,0001785494
91668,SODI,SOLITRON DEVICES INC,0000091668
1828805,ALMU,"Aeluma, Inc.",0001828805
1620749,PHCI,Panamera Holdings Corp,0001620749
1430300,GWSO,"Global Warming Solutions, Inc.",0001430300
1854368,DGHI,Digihost Technology Inc.,0001854368
1863990,MSAI,"MultiSensor AI Holdings, Inc.",0001863990
1907223,RWOD,Redwoods Acquisition Corp.,0001907223
1826681,PDYN,Palladyne AI Corp.,0001826681
1944885,APLM,Apollomics Inc.,0001944885
749660,ICAD,ICAD INC,0000749660
1101680,DZSI,DZS INC.,0001101680
1847806,GNS,Genius Group Ltd,0001847806
1421642,MSCLF,Satellos Bioscience Inc.,0001421642
1692415,CODX,"Co-Diagnostics, Inc.",0001692415
1876766,LICN,Lichen China Ltd,0001876766
1619544,JFU,9F Inc.,0001619544
880406,CUBA,HERZFELD CARIBBEAN BASIN FUND INC,0000880406
1793895,CDTG,CDT Environmental Technology Investment Holdings Ltd,0001793895
1438943,RNGE,"RANGE IMPACT, INC.",0001438943
1434524,CLIR,ClearSign Technologies Corp,0001434524
850027,GRF,"EAGLE CAPITAL GROWTH FUND, INC.",0000850027
1922858,ECDA,"ECD Automotive Design, Inc.",0001922858
1832161,KEYR,KeyStar Corp.,0001832161
1309251,MALG,MICROALLIANCE GROUP INC.,0001309251
1897245,HWH,HWH International Inc.,0001897245
1807689,FCCI,"FAST CASUAL CONCEPTS, INC.",0001807689
1592057,EVA,Enviva Inc.,0001592057
946936,DSWL,DESWELL INDUSTRIES INC,0000946936
1678105,CAHO,Caro Holdings Inc.,0001678105
1930021,HOVR,New Horizon Aircraft Ltd.,0001930021
87050,NEON,Neonode Inc.,0000087050
81955,RAND,RAND CAPITAL CORP,0000081955
1676047,NTRB,NutriBand Inc.,0001676047
1750155,CWBHF,"Charlotte's Web Holdings, Inc.",0001750155
1736243,ACXP,"Acurx Pharmaceuticals, Inc.",0001736243
1356093,CREX,"CREATIVE REALITIES, INC.",0001356093
1831868,ICU,SeaStar Medical Holding Corp,0001831868
1574565,EVGN,Evogene Ltd.,0001574565
1893311,LUXH,LUXURBAN HOTELS INC.,0001893311
1791725,HUDI,"Huadi International Group Co., Ltd.",0001791725
1320350,LNSR,"LENSAR, Inc.",0001320350
1710495,PNXP,PINEAPPLE EXPRESS CANNABIS Co,0001710495
1929589,MRDB,MariaDB plc,0001929589
1708341,AGAE,Allied Gaming & Entertainment Inc.,0001708341
65759,MPAD,MICROPAC INDUSTRIES INC,0000065759
1091596,AURX,"Nuo Therapeutics, Inc.",0001091596
1500375,HFBL,"Home Federal Bancorp, Inc. of Louisiana",0001500375
1845459,NKGN,"NKGen Biotech, Inc.",0001845459
1753673,SJ,Scienjoy Holding Corp,0001753673
1836176,FATH,Fathom Digital Manufacturing Corp,0001836176
722572,FKWL,FRANKLIN WIRELESS CORP,0000722572
1120970,LODE,Comstock Inc.,0001120970
1084554,LTBR,LIGHTBRIDGE Corp,0001084554
1761911,NOWG,Nowigence Inc.,0001761911
1310527,QSAM,"QSAM Biosciences, Inc.",0001310527
1992818,ZOOZ,ZOOZ Power Ltd.,0001992818
889348,CVU,CPI AEROSTRUCTURES INC,0000889348
1566044,VYNE,VYNE Therapeutics Inc.,0001566044
1336050,EGF,"BlackRock Enhanced Government Fund, Inc.",0001336050
1359931,TARA,"Protara Therapeutics, Inc.",0001359931
1419951,DTST,Data Storage Corp,0001419951
1263364,COPR,Idaho Copper Corp,0001263364
1715925,IPA,ImmunoPrecise Antibodies Ltd.,0001715925
1667313,ZDGE,"Zedge, Inc.",0001667313
1318482,KDOZF,KIDOZ INC.,0001318482
867840,POCI,"PRECISION OPTICS CORPORATION, INC.",0000867840
1447380,MFON,MOBIVITY HOLDINGS CORP.,0001447380
1936224,SRFM,SURF AIR MOBILITY INC.,0001936224
1563568,EVTV,"Envirotech Vehicles, Inc.",0001563568
1407583,BHLL,Bunker Hill Mining Corp.,0001407583
1123267,HANNF,Hannan Metals Ltd.,0001123267
1388295,ONEI,OneMeta Inc.,0001388295
1828098,STKH,Steakholder Foods Ltd.,0001828098
40570,JOB,GEE Group Inc.,0000040570
1824893,SRZN,"Surrozen, Inc./DE",0001824893
1840229,INKT,"MiNK Therapeutics, Inc.",0001840229
13156,GLXZ,"Galaxy Gaming, Inc.",0000013156
1661059,NXTC,"NextCure, Inc.",0001661059
1778982,HUIZ,Huize Holding Ltd,0001778982
1326205,IGC,"IGC Pharma, Inc.",0001326205
1844507,AVHI,Achari Ventures Holdings Corp. I,0001844507
1563665,HRGN,"Harvard Apparatus Regenerative Technology, Inc.",0001563665
1785493,PXPC,Phoenix Plus Corp.,0001785493
1811530,NXMH,"Next Meats Holdings, Inc.",0001811530
1610820,BCTX,BriaCell Therapeutics Corp.,0001610820
1355839,PALT,"PALTALK, INC.",0001355839
1859035,MCAG,Mountain Crest Acquisition Corp. V,0001859035
1753162,FTHM,Fathom Holdings Inc.,0001753162
1642380,OCX,Oncocyte Corp,0001642380
1181505,PYN,PIMCO NEW YORK MUNICIPAL INCOME FUND III,0001181505
89140,SVT,SERVOTRONICS INC /DE/,0000089140
1018735,NYMXF,NYMOX PHARMACEUTICAL CORP,0001018735
1832487,GUER,"Guerrilla RF, Inc.",0001832487
1981519,MMA,ALTA GLOBAL GROUP LTD,0001981519
1495651,UURAF,Ucore Rare Metals Inc.,0001495651
1472072,CCM,Concord Medical Services Holdings Ltd,0001472072
868822,CRCUF,Canagold Resources Ltd.,0000868822
1962911,INFT,Infinity Bancorp,0001962911
1849670,PBBK,"PB Bankshares, Inc.",0001849670
1837493,IINN,Inspira Technologies OXY B.H.N. Ltd,0001837493
1429260,FBIO,"Fortress Biotech, Inc.",0001429260
1061027,VIRX,"Viracta Therapeutics, Inc.",0001061027
1978057,TWG,Top Wealth Group Holding Ltd,0001978057
1960262,LUDG,"LUDWIG ENTERPRISES, INC.",0001960262
864240,SYPR,SYPRIS SOLUTIONS INC,0000864240
946563,RVP,RETRACTABLE TECHNOLOGIES INC,0000946563
1450704,VIVK,"Vivakor, Inc.",0001450704
101594,USEG,US ENERGY CORP,0000101594
1993727,SNT,Senstar Technologies Corp,0001993727
1959994,COOT,Australian Oilseeds Holdings Ltd,0001959994
1299865,GXSFF,Goldsource Mines Inc.,0001299865
1834975,VEV,VICINITY MOTOR CORP,0001834975
1846084,JETMF,Global Crossing Airlines Group Inc.,0001846084
1538495,ETST,"Earth Science Tech, Inc.",0001538495
1468639,VICP,"Vicapsys Life Sciences, Inc.",0001468639
1830749,ACHL,Achilles Therapeutics plc,0001830749
1838987,CSLR,"Complete Solaria, Inc.",0001838987
1482436,AGXPF,SILVER X MINING CORP.,0001482436
1401914,DARE,"Dare Bioscience, Inc.",0001401914
1978133,YERBF,YERBAE BRANDS CORP.,0001978133
1720161,CTRM,Castor Maritime Inc.,0001720161
1833498,MDAI,"Spectral AI, Inc.",0001833498
1643715,LISMF,LITHIUM SOUTH DEVELOPMENT Corp,0001643715
318833,TISI,TEAM INC,0000318833
833021,CIF,MFS INTERMEDIATE HIGH INCOME FUND,0000833021
1596812,ENLV,Enlivex Therapeutics Ltd.,0001596812
740664,RFIL,R F INDUSTRIES LTD,0000740664
1383395,SQNS,SEQUANS COMMUNICATIONS,0001383395
1821866,BTQQF,Sonora Gold & Silver Corp.,0001821866
1961592,GSHRF,GOLDSHORE RESOURCES INC.,0001961592
1297341,KFFB,Kentucky First Federal Bancorp,0001297341
61004,LGL,LGL GROUP INC,0000061004
1964021,NCNC,noco-noco Inc.,0001964021
1962738,CASI,"CASI Pharmaceuticals, Inc.",0001962738
766792,CVV,CVD EQUIPMENT CORP,0000766792
911216,PTN,PALATIN TECHNOLOGIES INC,0000911216
1854572,IZM,ICZOOM Group Inc.,0001854572
1574094,RNXT,"RenovoRx, Inc.",0001574094
1850266,AKLI,"Akili, Inc.",0001850266
1479681,NUTX,"Nutex Health, Inc.",0001479681
1951222,LAES,SEALSQ Corp,0001951222
825324,GTIM,Good Times Restaurants Inc.,0000825324
718332,RAVE,"RAVE RESTAURANT GROUP, INC.",0000718332
1517496,BTCM,BIT Mining Ltd,0001517496
1850906,OMIC,"Singular Genomics Systems, Inc.",0001850906
1297937,PRKA,"PARKS AMERICA, INC",0001297937
10048,BRN,BARNWELL INDUSTRIES INC,0000010048
1678848,BIMT,CAMBELL INTERNATIONAL HOLDING CORP.,0001678848
1158780,PLUR,Pluri Inc.,0001158780
352955,CKX,"CKX LANDS, INC.",0000352955
1377149,CRVW,CareView Communications Inc,0001377149
1683553,SPRB,"SPRUCE BIOSCIENCES, INC.",0001683553
1492674,TTOO,"T2 Biosystems, Inc.",0001492674
1603993,NISN,"Nisun International Enterprise Development Group Co., Ltd",0001603993
1039280,NTWK,NETSOL TECHNOLOGIES INC,0001039280
1500198,NMTC,NEUROONE MEDICAL TECHNOLOGIES Corp,0001500198
888981,NNUP,NOCOPI TECHNOLOGIES INC/MD/,0000888981
1042187,YHGJ,YUNHONG GREEN CTI LTD.,0001042187
1081745,INLX,"INTELLINETICS, INC.",0001081745
1913838,VWFB,"VWF Bancorp, Inc.",0001913838
1339005,FEMY,FEMASYS INC,0001339005
1420529,AACG,ATA Creativity Global,0001420529
1088413,GLGI,"GREYSTONE LOGISTICS, INC.",0001088413
1738758,CHR,"Cheer Holding, Inc.",0001738758
1930179,ARBB,ARB IOT Group Ltd,0001930179
1537028,ICD,"Independence Contract Drilling, Inc.",0001537028
1804469,GFAI,"Guardforce AI Co., Ltd.",0001804469
1734005,APM,Aptorum Group Ltd,0001734005
862651,INVU,"Investview, Inc.",0000862651
1100397,ADXS,"Ayala Pharmaceuticals, Inc.",0001100397
1969863,SUGP,SU Group Holdings Ltd,0001969863
1409375,OESX,"ORION ENERGY SYSTEMS, INC.",0001409375
1082038,DRRX,DURECT CORP,0001082038
862861,JAN,JanOne Inc.,0000862861
1116548,MXROF,MAX RESOURCE CORP.,0001116548
1759546,NRDE,NU RIDE INC.,0001759546
1061164,PGID,PEREGRINE INDUSTRIES INC,0001061164
1883984,ALCE,"Alternus Clean Energy, Inc.",0001883984
1719406,NRXP,"NRX Pharmaceuticals, Inc.",0001719406
1098880,IGXT,IntelGenx Technologies Corp.,0001098880
1712762,BIAF,"bioAffinity Technologies, Inc.",0001712762
1901799,BTM,Bitcoin Depot Inc.,0001901799
1781983,APRE,"Aprea Therapeutics, Inc.",0001781983
1137883,BCLI,BRAINSTORM CELL THERAPEUTICS INC.,0001137883
1580149,BIVI,BIOVIE INC.,0001580149
1122020,PCSV,"PCS Edventures!, Inc.",0001122020
1829311,BMNR,"BITMINE IMMERSION TECHNOLOGIES, INC.",0001829311
1864055,ABTS,Abits Group Inc,0001864055
845819,KTEL,"KonaTel, Inc.",0000845819
1069394,FSI,FLEXIBLE SOLUTIONS INTERNATIONAL INC,0001069394
1779578,QLI,Qilian International Holding Group Ltd,0001779578
83350,RSRV,RESERVE PETROLEUM CO,0000083350
1444192,ACST,Acasti Pharma Inc.,0001444192
1951667,CTNT,CHEETAH NET SUPPLY CHAIN SERVICE INC.,0001951667
1784970,NXTT,Next Technology Holding Inc.,0001784970
1931717,CCTG,CCSC Technology International Holdings Ltd,0001931717
1914805,BANL,CBL International Ltd,0001914805
1677912,ITXXF,Itaconix Plc,0001677912
1819704,MRM,Medirom Healthcare Technologies Inc.,0001819704
1524769,CHKR,CHESAPEAKE GRANITE WASH TRUST,0001524769
1026980,APWC,ASIA PACIFIC WIRE & CABLE CORP LTD,0001026980
1295514,MDWK,"MDWerks, Inc.",0001295514
915358,SGMA,SIGMATRON INTERNATIONAL INC,0000915358
1419041,FBRX,"Forte Biosciences, Inc.",0001419041
66418,MXC,MEXCO ENERGY CORP,0000066418
1960208,CREV,Carbon Revolution Public Ltd Co,0001960208
1844971,GREE,Greenidge Generation Holdings Inc.,0001844971
1175596,AXREF,AMARC RESOURCES LTD,0001175596
1771995,APHP,American Picture House Corp,0001771995
1672571,AAQL,Antiaging Quantum Living Inc.,0001672571
1509646,FENG,Phoenix New Media Ltd,0001509646
1391933,QNTO,QUAINT OAK BANCORP INC,0001391933
1529113,XTIA,"XTI Aerospace, Inc.",0001529113
1163560,GTMAY,GRUPO TMM SAB,0001163560
814676,CPSH,CPS TECHNOLOGIES CORP/DE/,0000814676
1821468,YQ,17 Education & Technology Group Inc.,0001821468
1956741,ZONE,"CleanCore Solutions, Inc.",0001956741
732026,TRT,TRIO-TECH INTERNATIONAL,0000732026
1705402,AGMH,"AGM GROUP HOLDINGS, INC.",0001705402
1659323,ITRM,Iterum Therapeutics plc,0001659323
1911545,HRYU,"Hanryu Holdings, Inc.",0001911545
1706524,UGRO,"urban-gro, Inc.",0001706524
1463361,UBX,"Unity Biotechnology, Inc.",0001463361
1144546,HWTR,"HFactor, Inc.",0001144546
1481241,PSHG,Performance Shipping Inc.,0001481241
1862068,RBT,"Rubicon Technologies, Inc.",0001862068
1947861,NMHI,Nature's Miracle Holding Inc.,0001947861
1514443,AGSS,"AMERIGUARD SECURITY SERVICES, INC.",0001514443
1879403,LRHC,La Rosa Holdings Corp.,0001879403
1916331,NCI,Neo-Concept International Group Holdings Ltd,0001916331
1445942,TMRC,Texas Mineral Resources Corp.,0001445942
351998,DAIO,DATA I/O CORP,0000351998
1651932,XITO,"Xenous Holdings, Inc.",0001651932
1629210,PZG,Paramount Gold Nevada Corp.,0001629210
1829802,SNSE,"Sensei Biotherapeutics, Inc.",0001829802
1819794,HTOO,Fusion Fuel Green PLC,0001819794
1309082,CEI,"CAMBER ENERGY, INC.",0001309082
1535955,LPCN,Lipocine Inc.,0001535955
830616,SCIA,"SCI Engineered Materials, Inc.",0000830616
1549145,BIOF,"BLUE BIOFUELS, INC.",0001549145
1829247,BFRG,"BullFrog AI Holdings, Inc.",0001829247
1030471,UTSI,UTSTARCOM HOLDINGS CORP.,0001030471
1948099,MTEN,Mingteng International Corp Inc.,0001948099
1873093,GDTC,CytoMed Therapeutics Ltd,0001873093
1735556,BTOG,BIT ORIGIN Ltd,0001735556
1689448,LILIF,Argentina Lithium & Energy Corp.,0001689448
1056285,KIRK,"KIRKLAND'S, INC",0001056285
1739174,PHGE,BiomX Inc.,0001739174
1487197,BRFH,BARFRESH FOOD GROUP INC.,0001487197
1260990,ONCT,"Oncternal Therapeutics, Inc.",0001260990
1397047,FPAY,"FlexShopper, Inc.",0001397047
839470,WWR,"WESTWATER RESOURCES, INC.",0000839470
1840780,LOCL,Local Bounti Corporation/DE,0001840780
1932072,LOBO,LOBO EV TECHNOLOGIES LTD,0001932072
880984,ACFN,"ACORN ENERGY, INC.",0000880984
1058307,NXPL,NextPlat Corp,0001058307
845385,PIAC,PRINCETON CAPITAL CORP,0000845385
1949478,DTCK,DAVIS COMMODITIES Ltd,0001949478
1907184,ELBM,Electra Battery Materials Corp,0001907184
1339688,LCGMF,LION COPPER & GOLD CORP.,0001339688
1087294,CPIX,CUMBERLAND PHARMACEUTICALS INC,0001087294
101538,UAMY,UNITED STATES ANTIMONY CORP,0000101538
1274737,XGN,EXAGEN INC.,0001274737
1948436,JL,J-Long Group Ltd,0001948436
1282224,DLPN,"Dolphin Entertainment, Inc.",0001282224
1196298,NEPH,NEPHROS INC,0001196298
1579157,VNCE,VINCE HOLDING CORP.,0001579157
1724542,CLPS,CLPS Inc,0001724542
1013706,WHLM,"Wilhelmina International, Inc.",0001013706
1556266,BYU,"BAIYU Holdings, Inc.",0001556266
899782,NOM,NUVEEN MISSOURI QUALITY MUNICIPAL INCOME FUND,0000899782
1549084,EKSO,"EKSO BIONICS HOLDINGS, INC.",0001549084
1171838,SUND,"Sundance Strategies, Inc.",0001171838
894871,AREN,"Arena Group Holdings, Inc.",0000894871
1009891,AIRI,AIR INDUSTRIES GROUP,0001009891
1938186,JYD,Jayud Global Logistics Ltd,0001938186
1826660,WETH,Wetouch Technology Inc.,0001826660
315958,CRMZ,CREDITRISKMONITOR COM INC,0000315958
320017,LSTA,"LISATA THERAPEUTICS, INC.",0000320017
1459417,TWOU,"2U, Inc.",0001459417
1823365,GBNY,"Generations Bancorp NY, Inc.",0001823365
1825349,CHSN,Chanson International Holding,0001825349
1611842,PYPD,PolyPid Ltd.,0001611842
1875091,NRSN,NeuroSense Therapeutics Ltd.,0001875091
1891944,PMEC,Primech Holdings Ltd,0001891944
1083522,JSDA,JONES SODA CO,0001083522
1104038,VRME,"VerifyMe, Inc.",0001104038
1365388,HSTI,"High Sierra Technologies, Inc.",0001365388
1643988,LPTV,"Loop Media, Inc.",0001643988
1178697,SONM,SONIM TECHNOLOGIES INC,0001178697
1570843,GEBRF,Greenbriar Sustainable Living Inc.,0001570843
1616262,RMCF,"Rocky Mountain Chocolate Factory, Inc.",0001616262
1785680,HYW,Hywin Holdings Ltd.,0001785680
1126234,LUMO,"LUMOS PHARMA, INC.",0001126234
1436229,BTCS,BTCS Inc.,0001436229
1872525,SWAG,"Stran & Company, Inc.",0001872525
1603652,ULY,Urgent.ly Inc.,0001603652
1580063,BIOR,"BIORA THERAPEUTICS, INC.",0001580063
1396536,DUOT,"DUOS TECHNOLOGIES GROUP, INC.",0001396536
1038277,INIS,INTERNATIONAL ISOTOPES INC,0001038277
1708599,SER,"Serina Therapeutics, Inc.",0001708599
1792554,EQMEF,Equity Metals Corp,0001792554
1651944,DMTK,"DermTech, Inc.",0001651944
1857086,TRUG,"TruGolf Holdings, Inc.",0001857086
1781726,NPLS,NP Life Sciences Health Industry Group Inc.,0001781726
948708,SMSI,"SMITH MICRO SOFTWARE, INC.",0000948708
1912847,USEA,United Maritime Corp,0001912847
1686000,JGLDF,Japan Gold Corp.,0001686000
1518461,AMPG,"AmpliTech Group, Inc.",0001518461
1741220,CWPE,CW Petroleum Corp,0001741220
1855557,HLP,Hongli Group Inc.,0001855557
1431959,MMAT,META MATERIALS INC.,0001431959
1753391,QSJC,"TANCHENG GROUP CO., LTD.",0001753391
1628945,HLTH,Cue Health Inc.,0001628945
1940941,MFI,mF International Ltd,0001940941
1735041,GTEC,Greenland Technologies Holding Corp.,0001735041
1828253,EVAX,Evaxion Biotech A/S,0001828253
894556,GEVI,"General Enterprise Ventures, Inc.",0000894556
840715,CLRO,CLEARONE INC,0000840715
1684693,SLGL,Sol-Gel Technologies Ltd.,0001684693
1847075,SAI,SAI.TECH Global Corp,0001847075
56701,KOSS,KOSS CORP,0000056701
1000230,OCC,OPTICAL CABLE CORP,0001000230
1090396,TBTC,TABLE TRAC INC,0001090396
25743,TXMD,"TherapeuticsMD, Inc.",0000025743
1742341,HKIT,HiTek Global Inc.,0001742341
1870404,CERO,"CERO THERAPEUTICS HOLDINGS, INC.",0001870404
1844392,MRAI,"Marpai, Inc.",0001844392
1757143,AIH,Aesthetic Medical International Holdings Group Ltd,0001757143
1866030,AZ,A2Z Smart Technologies Corp,0001866030
1914818,STBX,Starbox Group Holdings Ltd.,0001914818
808326,EMKR,EMCORE CORP,0000808326
1892292,MSS,Maison Solutions Inc.,0001892292
1527599,SYBX,"SYNLOGIC, INC.",0001527599
1537435,TGEN,TECOGEN INC.,0001537435
1631282,DTSS,DATASEA INC.,0001631282
1590418,FCUV,FOCUS UNIVERSAL INC.,0001590418
1070050,APCX,AppTech Payments Corp.,0001070050
1854275,ZCAR,"Zoomcar Holdings, Inc.",0001854275
1842952,CNTX,Context Therapeutics Inc.,0001842952
1134765,CHUC,"Charlie's Holdings, Inc.",0001134765
1099160,BBGI,BEASLEY BROADCAST GROUP INC,0001099160
1311673,YTFD,"Yale Transaction Finders, Inc.",0001311673
723533,LWLW,Longwen Group Corp.,0000723533
1295961,QREE,QUANTUM ENERGY INC.,0001295961
1709819,FEDU,Four Seasons Education (Cayman) Inc.,0001709819
1592560,TCTM,TCTM Kids IT Education Inc.,0001592560
1606698,ALPP,"ALPINE 4 HOLDINGS, INC.",0001606698
1417663,SNWV,"SANUWAVE Health, Inc.",0001417663
838875,WVVI,WILLAMETTE VALLEY VINEYARDS INC,0000838875
1933567,NRXS,"Neuraxis, INC",0001933567
1708176,HOFV,Hall of Fame Resort & Entertainment Co,0001708176
1218683,MIGI,Mawson Infrastructure Group Inc.,0001218683
1687451,ZKIN,"ZK International Group Co., Ltd.",0001687451
1651721,GIPR,"GENERATION INCOME PROPERTIES, INC.",0001651721
826253,AUSI,AURA SYSTEMS INC,0000826253
862022,HGTXU,HUGOTON ROYALTY TRUST,0000862022
1262104,MEIP,"MEI Pharma, Inc.",0001262104
1103795,QSEP,"QS Energy, Inc.",0001103795
946644,AIM,AIM ImmunoTech Inc.,0000946644
1790169,FLGC,Flora Growth Corp.,0001790169
878932,EQS,"EQUUS TOTAL RETURN, INC.",0000878932
1418489,GNRV,GRAND RIVER COMMERCE INC,0001418489
1879848,PEV,PHOENIX MOTOR INC.,0001879848
1580864,VRM,"Vroom, Inc.",0001580864
1321851,SEED,Origin Agritech LTD,0001321851
1107421,TCRT,"Alaunos Therapeutics, Inc.",0001107421
1703157,SCTH,"Securetech Innovations, Inc.",0001703157
1848898,AAGR,African Agriculture Holdings Inc.,0001848898
1647822,SVMB,"Jingbo Technology, Inc.",0001647822
1946703,WBUY,WEBUY GLOBAL LTD,0001946703
1391426,CLNV,Clean Vision Corp,0001391426
1131343,ATHE,ALTERITY THERAPEUTICS LTD,0001131343
1346610,SOS,SOS Ltd,0001346610
1438461,ELRE,Yinfu Gold Corp.,0001438461
1796129,VINC,"Vincerx Pharma, Inc.",0001796129
727207,AXDX,"Accelerate Diagnostics, Inc",0000727207
1783432,TETOF,Tectonic Metals Inc.,0001783432
1413898,DALN,DallasNews Corp,0001413898
867038,SPND,SPINDLETOP OIL & GAS CO,0000867038
1738699,WKEY,Wisekey International Holding S.A.,0001738699
1800392,MLGO,MicroAlgo Inc.,0001800392
1854445,VRAR,"Glimpse Group, Inc.",0001854445
1445815,BIXT,"BIOXYTRAN, INC",0001445815
1082324,VHC,VirnetX Holding Corp,0001082324
1479419,KALA,"KALA BIO, Inc.",0001479419
1557798,CIIT,"Tianci International, Inc.",0001557798
1769697,LITM,Snow Lake Resources Ltd.,0001769697
1309057,CHHE,"China Health Industries Holdings, Inc.",0001309057
1839608,GETR,"Getaround, Inc",0001839608
90168,SIF,SIFCO INDUSTRIES INC,0000090168
1780731,EPOW,"Sunrise New Energy Co., Ltd.",0001780731
1698702,ARGC,ARION GROUP CORP.,0001698702
1874252,MYNZ,MAINZ BIOMED N.V.,0001874252
882361,APTO,Aptose Biosciences Inc.,0000882361
1288750,TLRS,Timberline Resources Corp,0001288750
942126,TAIT,TAITRON COMPONENTS INC,0000942126
1650696,LSF,"Laird Superfood, Inc.",0001650696
1807887,LASE,Laser Photonics Corp,0001807887
744825,AMS,AMERICAN SHARED HOSPITAL SERVICES,0000744825
1808110,DDC,DDC Enterprise Ltd,0001808110
1800315,GLTO,"Galecto, Inc.",0001800315
1635729,EQTRF,Altamira Gold Corp.,0001635729
1546296,IPDN,"Professional Diversity Network, Inc.",0001546296
1650287,QYOUF,QYOU Media Inc.,0001650287
31667,EDUC,EDUCATIONAL DEVELOPMENT CORP,0000031667
885307,JCTCF,JEWETT CAMERON TRADING CO LTD,0000885307
1857044,INDP,"Indaptus Therapeutics, Inc.",0001857044
1737339,JG,Aurora Mobile Ltd,0001737339
1939965,BREA,Brera Holdings PLC,0001939965
87802,SCND,SCIENTIFIC INDUSTRIES INC,0000087802
1725872,BMTX,"BM Technologies, Inc.",0001725872
1553404,PGTK,Pacific Green Technologies Inc.,0001553404
1827620,SLDX,"Stella Diagnostics, Inc.",0001827620
1477246,SANW,S&W Seed Co,0001477246
1869467,OP,OceanPal Inc.,0001869467
1285170,ITMSF,INTERMAP TECHNOLOGIES CORP,0001285170
1101433,QMCI,QUOTEMEDIA INC,0001101433
1978527,GVH,Globavend Holdings Ltd,0001978527
1156041,HUSA,HOUSTON AMERICAN ENERGY CORP,0001156041
1320760,TSSI,"TSS, Inc.",0001320760
1096275,WKSP,Worksport Ltd,0001096275
1331612,IMTH,"INNOVATIVE MEDTECH, INC.",0001331612
1172178,LBSR,LIBERTY STAR URANIUM & METALS CORP.,0001172178
1157075,PMCB,"PharmaCyte Biotech, Inc.",0001157075
1981662,NIVF,NewGenIvf Group Ltd,0001981662
1627282,CWD,CaliberCos Inc.,0001627282
1394108,SUIC,SUIC Worldwide Holdings Ltd.,0001394108
1071840,WNDW,"SolarWindow Technologies, Inc.",0001071840
1757715,ATER,"Aterian, Inc.",0001757715
